epoch,train_loss,train_acc,valid_loss,valid_acc
1,0.7866170493812683,0.5112269446672013,0.6925739830346416,0.5215827338129496
2,0.6968387970947321,0.5120288692862871,0.6924817489205505,0.539568345323741
3,0.6910635958505613,0.5212510024057738,0.6926127453502133,0.5287769784172662
4,0.6964560151578143,0.5116279069767442,0.6940734249224766,0.5215827338129496
5,0.6900623601345225,0.5360866078588613,0.6935828032253457,0.49280575539568344
6,0.6934595576934846,0.5188452285485164,0.6948893816351033,0.5179856115107914
7,0.6920316628484412,0.5260625501202887,0.6948651178277654,0.5143884892086331
8,0.6927821330289986,0.5220529270248596,0.6942933107451569,0.5143884892086331
9,0.688657846561698,0.545308740978348,0.6946242404498643,0.5035971223021583
10,0.6904512537223584,0.5485164394546913,0.6944976174574105,0.5179856115107914
11,0.6948360574178535,0.5256615878107458,0.6972503400535035,0.5179856115107914
12,0.6874741241276121,0.5493183640737771,0.696276419025531,0.5179856115107914
13,0.690807201380527,0.5433039294306335,0.6955772226662944,0.5107913669064749
14,0.6904932550171804,0.5332798716920609,0.6959598960636331,0.5179856115107914
15,0.6856933229430351,0.545308740978348,0.6979236075346419,0.5179856115107914
16,0.6899198892600267,0.53728949478749,0.6954834448347846,0.5143884892086331
17,0.6880211458745343,0.5441058540497193,0.6954652401183149,0.5179856115107914
18,0.6896851958039291,0.541700080192462,0.6995241136002026,0.5215827338129496
19,0.6854947479419357,0.5481154771451484,0.6962484700216663,0.5035971223021583
20,0.6887833942579287,0.5473135525260625,0.6957899559316018,0.5215827338129496
