epoch,train_loss,train_acc,valid_loss,valid_acc
1,0.7006508334031487,0.49661436829066885,0.6933740391575618,0.4940652818991098
2,0.6958216650834466,0.5030553261767134,0.6932602736999444,0.5103857566765578
3,0.6975879715357213,0.49413707679603636,0.6925778346528639,0.5103857566765578
4,0.6971626204857642,0.49232039636663916,0.6927417247868434,0.49851632047477745
5,0.6969968257907203,0.4906688687035508,0.6925404411395155,0.5059347181008902
6,0.694511945153149,0.5090008257638315,0.6927786570274511,0.5103857566765578
7,0.6954657676788916,0.49942196531791905,0.6925631904814293,0.5044510385756676
8,0.6955514208331371,0.495458298926507,0.6924837944415627,0.516320474777448
9,0.6946774494047504,0.5053674649050371,0.6925592457859028,0.5044510385756676
10,0.6938891854392508,0.5027250206440957,0.6928133686855215,0.5074183976261127
11,0.6938103822614416,0.5058629232039636,0.692588441980345,0.5178041543026706
12,0.6942513247839583,0.5060280759702726,0.6925938253232916,0.5207715133531158
13,0.693537695254303,0.5118084227910817,0.6950740041294154,0.5
14,0.6938864455156145,0.5126341866226259,0.693612863472732,0.49851632047477745
15,0.6943705650423303,0.5009083402146985,0.692725800972664,0.5133531157270029
16,0.6946604651227458,0.4870355078447564,0.6929715238622105,0.5089020771513353
17,0.6946897788740799,0.4908340214698596,0.6928234524825914,0.5118694362017804
18,0.6948800348920531,0.48967795210569776,0.6928643269425684,0.516320474777448
19,0.694155725666947,0.4936416184971098,0.6927344692920718,0.5178041543026706
20,0.6950530925631818,0.4885218827415359,0.6931251994933856,0.4970326409495549
