epoch,train_loss,train_acc,valid_loss,valid_acc
1,0.6901733123498156,0.5367464905037159,0.7008414277337072,0.5667655786350149
2,0.6717896596741617,0.5824938067712634,0.6863155214652109,0.599406528189911
3,0.6423738296124484,0.6384805945499588,0.6423257490293915,0.7299703264094956
4,0.5969550745827811,0.6852188274153592,0.6095489489926075,0.7537091988130564
5,0.5624472644189288,0.7202312138728324,0.5600943402649741,0.7403560830860534
6,0.5289175329033153,0.7393889347646573,0.5629865560758007,0.7477744807121661
7,0.5164776116240428,0.7522708505367465,0.5652935657020138,0.7596439169139466
8,0.510567030367233,0.750784475639967,0.5744585062346755,0.7729970326409495
9,0.5057618347600311,0.7587118084227911,0.5473150220044642,0.7744807121661721
10,0.4916719099492893,0.7656482246077622,0.5481638892468076,0.7774480712166172
11,0.49281602149950776,0.7661436829066887,0.5201890414652556,0.7744807121661721
12,0.4878368853243002,0.7668042939719241,0.506613317423829,0.7759643916913946
13,0.48257550393422705,0.7684558216350124,0.5121007969365275,0.7774480712166172
14,0.47772308963079474,0.770933113129645,0.530417543490492,0.7818991097922848
15,0.47348063650650984,0.7722543352601156,0.49718025176390696,0.7863501483679525
16,0.4692262058953034,0.7760528488852189,0.5163205231509506,0.7804154302670623
17,0.47079149752387717,0.7722543352601156,0.5605578728528687,0.7655786350148368
18,0.4681095625279267,0.771758876961189,0.48726990611157006,0.7937685459940653
19,0.4669253342708805,0.773905862923204,0.48907086434456293,0.7863501483679525
20,0.46191896081561395,0.7783649876135426,0.4709615851766278,0.7863501483679525
21,0.4609720073486536,0.7763831544178365,0.47365416816327977,0.7922848664688428
22,0.46314651028466164,0.7785301403798514,0.4734128384632597,0.7937685459940653
23,0.4610711149299174,0.7781998348472337,0.48850244097964346,0.7908011869436202
24,0.4547996506082628,0.7786952931461602,0.46388219367679573,0.7967359050445104
25,0.45709785928812824,0.7788604459124691,0.4688315483512086,0.7967359050445104
26,0.45460614545792216,0.7778695293146161,0.47331146203887925,0.7937685459940653
27,0.45610966956093724,0.7793559042113956,0.5145310974881627,0.7744807121661721
28,0.4513380216085448,0.7805119735755573,0.47285684949831724,0.7967359050445104
29,0.45254459532699143,0.7796862097440133,0.4810058948990146,0.7908011869436202
30,0.45398815094587924,0.780842279108175,0.5469602853148203,0.7477744807121661
31,0.4516389113728612,0.781833195706028,0.4794555811614948,0.7922848664688428
32,0.4506117463210316,0.782824112303881,0.47697698601275595,0.7908011869436202
33,0.4510108909953438,0.779851362510322,0.5138024935382763,0.7804154302670623
34,0.44997658539566493,0.7823286540049545,0.49748301063871525,0.787833827893175
35,0.4507741567716433,0.7816680429397193,0.49764654464820723,0.7893175074183977
