epoch,train_loss,train_acc,valid_loss,valid_acc
1,0.6872226686427269,0.5632430647291942,0.653560145318685,0.6691394658753709
2,0.594058857450712,0.6875825627476883,0.5926355641744258,0.7002967359050445
3,0.5488993436531158,0.7196169088507266,0.5366612381857297,0.7388724035608308
4,0.5055388663372559,0.7572655217965654,0.49556346255346295,0.7744807121661721
5,0.48297710021861795,0.7671730515191546,0.4943302801260255,0.7922848664688428
6,0.4685773377059473,0.7807133421400264,0.4596698138232755,0.7952522255192879
7,0.4619981404024827,0.7817040951122853,0.4554733788533805,0.7922848664688428
8,0.45595077939990963,0.7855019815059445,0.4472226486969684,0.7922848664688428
9,0.45177649498930694,0.785667107001321,0.44378716570466137,0.7922848664688428
10,0.4500362990396971,0.7881439894319683,0.4448614373847356,0.7937685459940653
11,0.4467463562242893,0.7874834874504624,0.441407177099842,0.7937685459940653
12,0.44553269711636806,0.7886393659180978,0.4376002579805847,0.7937685459940653
13,0.4425340423968226,0.7901254953764861,0.4386010374100077,0.7937685459940653
14,0.4426659725340701,0.7902906208718626,0.43495381967294466,0.7937685459940653
15,0.4414599886658642,0.7889696169088507,0.4333614514427652,0.7937685459940653
16,0.4398581205105687,0.7892998678996037,0.43607597062723485,0.7937685459940653
17,0.43967486778212667,0.7899603698811096,0.432133324424949,0.7937685459940653
18,0.4383350943794654,0.790785997357992,0.4303757091901246,0.7937685459940653
19,0.43718259778646373,0.7897952443857331,0.43095477661864073,0.7937685459940653
20,0.43813146514968165,0.7902906208718626,0.42998319187198797,0.7937685459940653
