epoch,train_loss,train_acc,valid_loss,valid_acc
1,0.6826812838740235,0.5727497935590421,0.7152030878321707,0.37091988130563797
2,0.674591848389557,0.5985136251032205,0.7089742650264095,0.443620178041543
3,0.6641478046221146,0.6092485549132948,0.698082384086858,0.4124629080118694
4,0.6420031663802515,0.6361684558216351,0.6940743077756389,0.4540059347181009
5,0.6081330721679549,0.6776218001651527,0.6352044202453658,0.7373887240356083
6,0.5825764231402257,0.6984310487200661,0.6391559869316282,0.5445103857566765
7,0.5614405375192423,0.7230388109000826,0.620887474773192,0.7507418397626113
8,0.5457703449724136,0.7299752270850537,0.5978511405627877,0.7833827893175074
9,0.5340447258988655,0.7408753096614368,0.6020108970760946,0.7744807121661721
10,0.5250758959083495,0.7473162675474814,0.5958307638366428,0.7744807121661721
11,0.5206883936259099,0.7463253509496284,0.5850923966936966,0.7833827893175074
12,0.509458458079079,0.7554087530966144,0.5834084450314236,0.7863501483679525
13,0.5022885485290004,0.7592072667217176,0.5690398817600058,0.7789317507418397
14,0.5010098864577409,0.7600330305532618,0.5699782413969408,0.7848664688427299
15,0.49537175884924084,0.7631709331131297,0.5605674255141873,0.7848664688427299
16,0.492580571005307,0.7658133773740711,0.5555339397237987,0.7863501483679525
17,0.486140020114149,0.7676300578034682,0.5407031225344547,0.787833827893175
18,0.4827117918149978,0.7715937241948803,0.5319824193988426,0.787833827893175
19,0.47902468897703754,0.772914946325351,0.5376851803648012,0.7893175074183977
20,0.4778934066695285,0.7724194880264245,0.5660682195018236,0.7908011869436202
