epoch,train_loss,train_acc,valid_loss,valid_acc
1,0.6891219970414109,0.5468208092485549,0.6871357399207548,0.615727002967359
2,0.6632477281016815,0.6242774566473989,0.6665321765384618,0.7225519287833828
3,0.6245302021306571,0.6776218001651527,0.6317883017155113,0.7403560830860534
4,0.5917166208502284,0.7090008257638315,0.5948164275562727,0.7329376854599406
5,0.5641758050631138,0.7159372419488026,0.5676167329624074,0.7537091988130564
6,0.5446830780913671,0.7260115606936416,0.5401537354692861,0.7462908011869436
7,0.5360400532416132,0.7405450041288192,0.521585083060873,0.7507418397626113
8,0.5239421848223094,0.7435177539223782,0.5140715556700081,0.7640949554896143
9,0.5107955260576048,0.7535920726672172,0.499860567446986,0.7596439169139466
10,0.507114536923677,0.7544178364987614,0.4930392379046194,0.7611275964391692
11,0.5005663425148665,0.7620148637489678,0.48437124207748505,0.7729970326409495
12,0.4964072602332672,0.7635012386457474,0.4785774967215889,0.787833827893175
13,0.4897158674422027,0.7674649050371594,0.4742115173124064,0.7893175074183977
14,0.4912484512360602,0.7669694467382329,0.4714507455177583,0.7759643916913946
15,0.4862293262160779,0.7671345995045417,0.4680444091691108,0.7893175074183977
16,0.4858259571277829,0.7699421965317919,0.4639510240637938,0.7908011869436202
17,0.4784021239847708,0.7742361684558217,0.46241154675358126,0.7908011869436202
18,0.48014065309756065,0.770933113129645,0.45957008250698844,0.7908011869436202
19,0.47389362430296883,0.77588769611891,0.4588404325464359,0.7908011869436202
20,0.4750474121233927,0.7745664739884393,0.45622409057723307,0.7908011869436202
