epoch,train_loss,train_acc,valid_loss,valid_acc
1,0.6709075379430707,0.5919075144508671,0.6998112309580387,0.4495548961424332
2,0.6106306430921389,0.6761354252683732,0.6397568873552612,0.6913946587537092
3,0.5641021532622573,0.7144508670520231,0.6246371003923501,0.7581602373887241
4,0.5360412082231114,0.7383980181668043,0.636307596099129,0.7314540059347181
5,0.5264290694654923,0.7486374896779521,0.6142912625559006,0.7670623145400594
6,0.5136254421253031,0.7506193228736582,0.5966534457150128,0.771513353115727
7,0.4981889085273522,0.7600330305532618,0.6061978851298551,0.7729970326409495
8,0.488936912954395,0.7682906688687036,0.64012185543864,0.6468842729970327
9,0.4826258635540623,0.7696118909991743,0.6520326455905813,0.6172106824925816
10,0.47294397425001855,0.7760528488852189,0.536689118081455,0.7655786350148368
11,0.4750961534057542,0.7742361684558217,0.6094840887038573,0.7329376854599406
12,0.47001455346972953,0.7747316267547482,0.6306832857231004,0.6795252225519288
13,0.46619729341110056,0.7773740710156896,0.6262252716353103,0.6899109792284867
14,0.46376273763957443,0.7786952931461602,0.5926331520434304,0.7433234421364985
15,0.4620940840903833,0.7781998348472337,0.5412285561377641,0.7818991097922848
16,0.4586483919600826,0.7803468208092486,0.5102926797788999,0.7774480712166172
17,0.4554936393935458,0.7810074318744838,0.5098111370373904,0.787833827893175
18,0.45396240547508565,0.7811725846407928,0.5275365286658709,0.787833827893175
19,0.4559616760366914,0.7806771263418663,0.5420359251053468,0.7789317507418397
20,0.4509539822081118,0.7834847233691165,0.4981217965129929,0.7804154302670623
