epoch,train_loss,train_acc,valid_loss,valid_acc
1,0.6735669973661909,0.5934610303830912,0.6600745424672475,0.6543026706231454
2,0.5974912612724809,0.7031043593130779,0.6081625123229154,0.6973293768545994
3,0.5562023038199587,0.7245706737120211,0.5733735732933181,0.755192878338279
4,0.5261467585396735,0.7495046235138706,0.54555132498727,0.7744807121661721
5,0.5022051280839283,0.7658520475561427,0.519018962183409,0.7774480712166172
6,0.4951819968034601,0.7663474240422721,0.5037493870679278,0.7700296735905044
7,0.4790144791061371,0.7729524438573315,0.49657049421386834,0.7774480712166172
8,0.479300165743305,0.7788969616908851,0.49195141997464686,0.7818991097922848
9,0.47166538931419544,0.7805482166446499,0.4876811809461973,0.7863501483679525
10,0.4697446342818488,0.7805482166446499,0.4802298199175373,0.7818991097922848
11,0.46588921346154205,0.7823645970937912,0.4785697002527622,0.7922848664688428
12,0.4603941853759783,0.7868229854689565,0.47288374273377287,0.7908011869436202
13,0.4579412751342693,0.7836856010568032,0.4711468292936373,0.7908011869436202
14,0.4572602566946765,0.7876486129458389,0.46914196036512845,0.7922848664688428
15,0.45682410586777894,0.7851717305151915,0.46536295491793034,0.7922848664688428
16,0.4538673137264176,0.78665785997358,0.46553029535609114,0.7952522255192879
17,0.4520457902310547,0.7861624834874504,0.4585694995451752,0.7922848664688428
18,0.45044280775629547,0.7878137384412153,0.4582808165857983,0.7937685459940653
19,0.44807722420484575,0.7906208718626155,0.460000638172959,0.7937685459940653
20,0.4479419865806635,0.7904557463672391,0.45700086805781553,0.7937685459940653
