epoch,train_loss,train_acc,valid_loss,valid_acc
1,0.6406627066857947,0.6259289843104872,0.7320782809299956,0.44807121661721067
2,0.534453620962817,0.7390586292320397,0.7239205796570028,0.4836795252225519
3,0.4995898729016425,0.7605284888521883,0.7549840850363145,0.5845697329376854
4,0.48330418133814407,0.7674649050371594,0.7213075488186732,0.6409495548961425
5,0.47049267310233867,0.7744013212221305,0.6844427086832969,0.6053412462908012
6,0.4642505617303163,0.7786952931461602,0.6714697046874185,0.6943620178041543
7,0.46528774871499357,0.7793559042113956,0.7142561187729991,0.5964391691394659
8,0.45767748200824493,0.780842279108175,0.6463106429364631,0.685459940652819
9,0.45095749229168125,0.78298926507019,0.6350754519775289,0.6958456973293768
10,0.4477767955754829,0.7857968620974402,0.6499344795853872,0.7270029673590505
11,0.44863371221021026,0.7834847233691165,0.6508158721272953,0.6899109792284867
12,0.44402350618463227,0.7862923203963667,0.6472695469856262,0.7181008902077152
13,0.4403962670920015,0.7862923203963667,0.6235591862074346,0.7299703264094956
14,0.4370887327400935,0.7887696118909991,0.6119419916447263,0.7611275964391692
15,0.43704381473393206,0.7879438480594549,0.5876706200112929,0.7359050445103857
16,0.4353156535562457,0.7904211395540875,0.5553333920258089,0.755192878338279
17,0.43459933366192754,0.789925681255161,0.5961835453347566,0.7388724035608308
18,0.4360813208791857,0.7886044591246903,0.6207273338951768,0.6646884272997032
19,0.4306567931549299,0.7904211395540875,0.6007610592626322,0.7655786350148368
20,0.43164159006367625,0.7892650701899256,0.6013752743822884,0.7255192878338279
21,0.42996051275070596,0.7897605284888521,0.565017495868114,0.7655786350148368
22,0.4277447352322737,0.7910817506193228,0.5770195236191905,0.7329376854599406
23,0.4278197224675674,0.791907514450867,0.6032708172274627,0.6988130563798219
24,0.4286001589478391,0.7904211395540875,0.6326104399004746,0.701780415430267
25,0.42824369176766974,0.7902559867877786,0.6034631868851998,0.7507418397626113
26,0.42965095135222575,0.7915772089182493,0.5706276441717006,0.7477744807121661
27,0.4236993898299979,0.793063583815029,0.5942076233710308,0.7611275964391692
28,0.4280901667650429,0.7900908340214698,0.6198765836678202,0.7403560830860534
29,0.42562592706829927,0.7927332782824112,0.5415651631992012,0.7729970326409495
30,0.42635542142991684,0.7902559867877786,0.555339555446755,0.7581602373887241
31,0.4217637690357882,0.7922378199834847,0.5664644531397155,0.7359050445103857
32,0.4234162068091376,0.791907514450867,0.5364327993166553,0.755192878338279
33,0.4228071205828625,0.7917423616845582,0.5596144774635751,0.7373887240356083
34,0.4209514464453958,0.7925681255161023,0.5224271837389788,0.7729970326409495
35,0.42243763900167386,0.790916597853014,0.5200645500677983,0.755192878338279
