epoch,train_loss,train_acc,valid_loss,valid_acc
1,0.6751316718184978,0.5861271676300578,0.679427630116041,0.4762611275964392
2,0.6293881745401441,0.6596201486374896,0.6438524019116818,0.6884272997032641
3,0.5934724676914199,0.6943022295623452,0.6246580679621824,0.7255192878338279
4,0.5703238034327103,0.7127993393889348,0.6281231875235673,0.7611275964391692
5,0.5546612621338086,0.7294797687861272,0.6087340316362126,0.7611275964391692
6,0.551218506927632,0.7293146160198183,0.5837891123061364,0.7522255192878339
7,0.530203361131257,0.7410404624277457,0.601077304572663,0.7729970326409495
8,0.5218014063518172,0.748802642444261,0.5955154756056449,0.7685459940652819
9,0.5161513847521176,0.7524360033030554,0.5728562124935739,0.7611275964391692
10,0.5118570626520303,0.7560693641618497,0.5649290657892425,0.7655786350148368
11,0.5031622144823523,0.7603633360858795,0.5500711333061892,0.7626112759643917
12,0.5013067918361267,0.7603633360858795,0.5308276475890807,0.7685459940652819
13,0.5014016491140244,0.7582163501238646,0.5395006575464141,0.7804154302670623
14,0.4924253766690277,0.764822460776218,0.5314197298857861,0.7670623145400594
15,0.48731817006572625,0.7664739884393064,0.5341035180700285,0.7789317507418397
16,0.486552088876877,0.7681255161023948,0.5196100576871934,0.7789317507418397
17,0.485206853674031,0.7653179190751445,0.5169686715751444,0.7670623145400594
18,0.4850284834571558,0.7661436829066887,0.5221894528462554,0.7774480712166172
19,0.47465664819682757,0.7715937241948803,0.5069312459460352,0.7789317507418397
20,0.4764458465782893,0.7745664739884393,0.51044405775714,0.7833827893175074
