epoch,train_loss,train_acc,valid_loss,valid_acc
1,0.6841205590782267,0.5764531043593131,0.6571718762111947,0.6869436201780416
2,0.6224669971585746,0.6748678996036989,0.5932684280752074,0.7106824925816023
3,0.5865514953983665,0.6988110964332893,0.5575625563941299,0.7359050445103857
4,0.561944912730309,0.7202774108322325,0.5220286514532673,0.7522255192878339
5,0.5406845157653526,0.7334874504623514,0.4948841492128655,0.7640949554896143
6,0.518426711249068,0.75,0.47987211566385246,0.771513353115727
7,0.5011108440483577,0.7613936591809776,0.4699599858738195,0.7804154302670623
8,0.492711926467195,0.7706406869220608,0.46474365162654874,0.7789317507418397
9,0.47695728837262685,0.7775759577278731,0.45844676762332903,0.787833827893175
10,0.47105933448282544,0.779557463672391,0.45865345462183926,0.7893175074183977
11,0.4677213164270318,0.7808784676354029,0.4541773739262575,0.7893175074183977
12,0.4633072094605495,0.7828599735799208,0.45770999137035817,0.7893175074183977
13,0.46052754889863645,0.7826948480845443,0.45205207244225,0.7922848664688428
14,0.45722977508012025,0.7855019815059445,0.4521484587905315,0.7893175074183977
15,0.45509428368534405,0.7879788639365918,0.4466897761587396,0.7908011869436202
16,0.4553676311768188,0.7868229854689565,0.44790939726930346,0.7908011869436202
17,0.4498880808703021,0.7878137384412153,0.44586139114833373,0.7908011869436202
18,0.45302852472509386,0.7874834874504624,0.4455099409108965,0.7893175074183977
19,0.4487641156900827,0.7876486129458389,0.4449714307316775,0.7908011869436202
20,0.4477860425233526,0.7888044914134742,0.44397019717610203,0.7908011869436202
