epoch,train_loss,train_acc,valid_loss,valid_acc
1,0.7054724242153687,0.5314616019818332,0.7200267514772161,0.4332344213649852
2,0.6753358168409049,0.5800165152766309,0.7520028968239396,0.47181008902077154
3,0.6620551215037149,0.6135425268373246,0.7581928398913375,0.4762611275964392
4,0.6493717021138878,0.6298926507018993,0.7500135539547272,0.4658753709198813
5,0.6291197732792326,0.6670520231213873,0.7513507873438939,0.47477744807121663
6,0.6119959848563008,0.6810900082576383,0.7618582892488656,0.47032640949554894
7,0.6044915248794461,0.6929810074318745,0.7198230714401789,0.4792284866468843
8,0.5920787566954394,0.7023947151114781,0.7183584795507549,0.4836795252225519
9,0.5760350644440813,0.7119735755573906,0.6783826811023566,0.486646884272997
10,0.5677360921236821,0.7241948802642444,0.6721970743170832,0.4910979228486647
11,0.5592005097403396,0.7258464079273328,0.6492350311944322,0.5563798219584569
12,0.5454340140894363,0.7360858794384806,0.6669839422497622,0.4940652818991098
13,0.5343596160461054,0.7451692815854666,0.6353198247422804,0.6824925816023739
14,0.5267643940242039,0.7499587118084228,0.6486965545207174,0.7240356083086054
15,0.5174814042820604,0.7512799339388935,0.6632427284908577,0.4910979228486647
16,0.5168867022217452,0.7484723369116433,0.6442589151399426,0.7002967359050445
17,0.5150490715422973,0.7509496284062758,0.6444110169962535,0.7255192878338279
18,0.5002427406885918,0.7636663914120562,0.6432344648180093,0.771513353115727
19,0.5021968091548129,0.7590421139554088,0.6395364794603795,0.7655786350148368
20,0.5010537535567405,0.7616845582163502,0.6751958825114219,0.5534124629080118
